Number,Gender,Name,City,Birthday
1648,female,Claire Staton,San Francisco,2000-11-03
1649,female,Cameron Cox,Gainesville,1948-02-10
1650,male,Mary Dixon,Santa Clara,1975-07-24
1651,male,Dennis Sullivan,Culver City,1954-08-07
1652,female,Stephaine Boughton,Chillicothe,1975-10-06
1653,female,Lee Benard,Parsons,1939-11-03
1654,male,Isaiah Sandoval,Moundsville,1994-09-20
1655,male,Christian Hall,Salinas,1983-09-05
1656,female,Darrell Koch,Irvine,1934-12-08
1657,male,Emily Robinson,Paradise,1950-03-26
1658,female,Adam Duque,Simi Valley,1972-11-08
1659,female,Carlos Ellison,Minneapolis,1972-06-18
1660,male,Betty Webb,Sunbury,1943-07-08
1661,female,Arie Crooks,Spring Grove,1976-05-11
1662,female,Marguerite Rivera,Santa Fe Springs,1949-10-08
1663,female,Kristen Peeples,Amarillo,1939-11-10
1664,male,Marion Pitts,Sacramento,1970-06-01
1665,female,Gail Holland,Raleigh,1971-02-16
1666,female,Donna Todd,Philadelphia,1963-01-22
1667,female,Elsa Wetmore,Alberton,1942-09-15
1668,female,Marcella Thomas,Nondalton,1960-06-17
1669,male,Valerie Mouton,Asheville,1986-10-03
1670,female,Ernest Covey,Bergland,1955-07-30
1671,female,Cameron Zambrano,Phoenix,1987-01-27
1672,female,Judith Torres,Mountain View,1938-09-20
1673,male,Wayne Dillard,Oakland,1992-03-05
1674,male,Jamie Boston,Schaumburg,1935-12-01
1675,male,Ruby Hill,Beltsville,1972-07-11
1676,male,Maria Williams,Lake Bronson,1968-05-30
1677,female,Sherry Flores,Monroe,1938-06-24
1678,male,Mary Cho,Gaffney,1956-08-11
1679,female,Edith Williamson,New York,1938-11-05
1680,female,Harold Fink,Washington,1944-03-02
1681,male,Stacy Thompson,Hamden,1957-07-17
1682,male,Charles Amos,Minneapolis,1974-08-12
1683,female,Adrienne Patterson,Yorktown,1979-12-21
1684,male,Mary Trollinger,Westland,1950-12-05
1685,male,Robert McWilliams,Saint Cloud,1998-08-02
1686,male,Thelma Gould,Miami,1994-10-04
1687,female,Slyvia Su,Austin,2001-06-17
1688,male,Grady Cooley,Seymour,1989-10-03
1689,female,John Rowan,Worthington,1963-01-22
1690,male,Karen Arthurs,Greentown,1937-02-02
1691,male,Audrey Holmes,Cedar Rapids,1934-12-02
1692,male,Gretchen Brown,Frankfort,1968-05-28
1693,male,Darren Grover,Denver,1937-04-14
1694,female,Dennis Smith,Sharonville,1980-08-20
1695,female,Catherine Chambers,Fremont,1992-05-12
1696,male,Jacob Word,Newark,1960-05-24
1697,female,Billy Norris,Thousand Oaks,1939-11-03
1698,female,Anita Severson,San Antonio,1982-11-04
1699,female,James Poor,Plymouth Meeting,1956-06-12
1700,female,Ronald Kennedy,Stockton,1957-03-24
1701,female,Doyle Holland,Knoxville,2000-12-31
1702,male,Ron Davis,Wilkes Barre,1990-04-12
1703,female,Harry Henry,Midland,1960-02-18
1704,male,Eddie Tompkins,Camden,1975-05-23
1705,male,Margaret Mize,North Gulf Beach,1965-06-27
1706,female,Robert McCoy,Miami,1935-05-29
1707,female,Albert Perez,Lafayette,1947-10-14
1708,male,Lisa Young,Anchorage,1999-01-18
1709,female,Benjamin Golston,El Paso,1986-04-06
1710,male,Karen Olivo,Cottonwood,1966-07-10
1711,male,John Ayala,Columbia,1996-11-02
1712,male,Magdalen Pawlak,Stockton,1983-04-11
1713,female,David Gross,Huntington,1992-01-07
1714,male,Julius Collins,Littleton,1952-08-28
1715,female,William Schafer,Ossining,1966-07-29
1716,male,Ron Waddell,Gardena,1964-06-12
1717,female,Jon Speakman,Norcross,1945-12-04
1718,male,Carol Woolf,Washington,1993-06-16
1719,female,Wanda Loranger,Erie,1998-04-29
1720,male,Denice Matchett,Parkersburg,1950-08-12
1721,female,William Fawcett,Charlotte,1940-06-11
1722,male,Lilly Elizondo,Spofford,1937-07-02
1723,male,Jeromy Veal,Salt Lake City,1997-06-09
1724,female,Michael Gallant,Cridersville,2001-05-20
1725,female,Joseph Barth,Johnstown,1972-11-16
1726,male,Courtney Preuss,Elgin,1987-05-27
1727,male,Stacey Gonzales,Hampton,1947-06-16
1728,male,Alma Bartz,Cleveland,1947-06-28
1729,female,Randall Carpenter,Pittsburgh,1935-03-29
1730,female,Katie Early,Washington,1970-07-13
1731,female,Tyrone Harris,Spokane Valley,1948-08-09
1732,male,Ryan Alicea,Schaumburg,1960-06-12
1733,male,Mark Whited,Wheaton,1984-01-17
1734,female,Willie Vanetten,Nortonville,1959-09-22
1735,female,Dana Thomas,Houston,1993-10-18
1736,female,Michael Martinez,Pomona,1964-05-22
1737,female,Mary Jasper,Boise,1955-07-25
1738,female,Anna Burton,Newton,1995-12-18
1739,male,Candice Muth,Springfield,1996-12-17
1740,male,Christopher Seymore,Aurora,1941-04-10
1741,female,Brenton Bragg,Newark,1943-08-11
1742,female,Miriam Santiago,Teterboro,1938-01-02
1743,female,Geneva Peck,Nashville,1990-04-11
1744,male,Christopher Young,Savannah,1951-09-25
1745,female,Marybeth Ortega,Avant,1997-02-27
1746,male,Alicia Daley,Westland,1948-11-10
1747,male,Steve Feltman,Lincoln,1964-08-03
1748,male,Robert Gilchrist,Sterling,1972-11-28
1749,male,Shirley Wallace,Walnut,1969-10-06
1750,male,Laura Stitt,Deerfield,1966-09-25
1751,female,Thomas Christmas,Charlotte,1988-04-05
1752,male,Anthony Neace,Orlando,1989-08-25
1753,male,Natalie Patterson,Los Angeles,1947-12-14
1754,female,Eileen Frame,Boston,2000-10-17
1755,female,Richard Butler,Tulsa,1960-07-06
1756,female,Latrice Reed,Atwater,1970-11-17
1757,male,Janis Little,Livonia,1961-11-06
1758,male,Keith Dall,Los Angeles,1977-10-08
1759,male,Craig Weddle,Northridge,1964-02-09
1760,female,Suzanne Pope,Tempe,1982-07-16
1761,male,Juanita Pappas,Mineola,1964-08-09
1762,female,Gregory Weber,Morristown,1948-08-09
1763,male,Milton Gonzalas,Charlottesville,1960-09-18
1764,male,Shannon Corona,Schaumburg,1962-01-18
1765,male,Elaine Harrison,Coffeeville,1946-06-08
1766,female,Christine Thomas,Ashburn,1979-12-09
1767,female,Mattie Wilson,Pensacola,2000-05-27
1768,male,Leslie Manwaring,San Diego,1996-06-24
1769,female,Charla Peck,Long Island City,1944-04-19
1770,female,Kendra Johnson,Mansfield,1952-02-01
1771,female,Keith Douglas,Bristol,1991-10-24
1772,male,Jorge Guerrero,Bridgeview,2001-04-22
1773,male,Travis Curry,Los Angeles,1977-08-24
1774,female,Ines Blanchard,Logan,1961-07-08
1775,female,Thomas Jennings,Stamford,1944-01-10
1776,male,Amanda McClain,Hattiesburg,1971-04-22
1777,female,Gilbert York,Bethpage,1990-03-03
1778,female,Michael Cullins,Ripley,1965-10-30
1779,female,Andrew Vannorman,Rochester,1940-09-24
1780,female,Gary Whaley,Philadelphia,1942-03-29
1781,male,Andrea Guizar,Philadelphia,1958-07-20
1782,male,Carla Clayton,Kansas City,1994-06-01
1783,male,Barbara Bustillos,New York,1984-05-27
1784,male,Jarrett Joiner,Holmesville,1950-03-01
1785,female,Madeline Coronado,Scottsdale,1982-07-16
1786,female,Rolanda Thompson,Loveland,1976-09-06
1787,female,Frances Haworth,Pine Bluff,1935-04-22
1788,male,Toya Benson,Philadelphia,1945-03-15
1789,male,Jody Brown,Dodgeville,1996-02-18
1790,female,Willie Melvin,Eden Prairie,1994-03-19
1791,male,Nicole Henderson,Oakland,1940-04-03
1792,male,Herbert Fleming,Nashville,1993-12-07
1793,female,Connie Prather,Los Angeles,1972-07-10
1794,male,Sherry Gates,Hickory,1945-06-20
1795,female,Calvin Orr,Minneapolis,1969-09-15
1796,female,David Smith,Waconia,1949-07-28
1797,female,Dalia Moore,Syracuse,1937-11-23
1798,female,Susan Colclough,Eagleville,1935-07-25
1799,male,Lois Marks,Bethesda,1945-06-22
1800,female,Lynn Schafer,Centreville,1940-04-01
1801,male,Matthew Koury,Sumner,1991-10-31
1802,male,Nancy Evelyn,Saginaw,1997-06-13
1803,male,Peter Houser,Syracuse,1950-02-21
1804,male,Henry Jackson,Tampa,1963-04-30
1805,male,Amanda Kaya,Tunica,1999-01-19
1806,male,William Jaime,Winston Salem,1948-10-02
1807,male,Reginald Tenney,Dekalb,1965-06-27
1808,female,Lucille Condit,Charlotte,1962-11-16
1809,male,Allison Sanchez,Huntsville,1967-11-29
1810,male,Floyd Luevano,Nashville,1951-06-15
1811,male,Samantha Brown,Windham,1989-01-19
1812,male,Diana Oneal,Duluth,1970-07-18
1813,male,Dina Alvarez,San Jose,1973-08-13
1814,male,Sharon Stclair,Reddington,1974-05-21
1815,male,Bernard Forester,Waltham,1941-09-12
1816,female,John Reeves,Springfield,1952-02-19
1817,female,Roderick Lutz,Roanoke Rapids,1961-03-18
1818,male,Debra Crownover,Santa Barbara,1981-09-28
1819,female,Jaime Rhoads,Louisville,1955-01-14
1820,female,Maye Moreno,Gadsden,1949-02-11
1821,male,Juliet Baker,Orchards,1994-10-03
1822,female,Jerry Reynolds,North Fort Myers,1999-12-12
1823,male,Azucena Martin,Houston,1952-03-24
1824,female,Tommy Snyder,Burlington,1974-04-11
1825,male,Donald Williams,Washington,1979-09-24
1826,female,Jon Ray,Charlotte,1945-05-19
1827,female,Don Ellison,Stlouis,1984-08-08
1828,male,Fred McGregor,Mocksville,1960-07-03
1829,female,Mary Gabriel,Pittsburg,1971-08-04
1830,female,John Carlberg,Fort Worth,1994-06-16
1831,male,Walter Nash,Westville,1950-10-13
1832,female,Roy Johnson,Kent,1986-05-27
1833,male,Shirley Barnes,Bellflower,1950-03-31
1834,male,Kristy Thomas,Gardena,1951-12-04
1835,male,Kathleen Munoz,Tampa,1945-08-21
1836,male,Daniel Johnson,Dothan,1965-07-29
1837,female,Dawn Franklin,Perrysville,1988-01-26
1838,female,Shawn Meade,Nashville,1978-11-22
1839,male,Travis Raley,Alhambra,1971-05-01
1840,male,Vicky Demarco,Boston,1970-06-18
1841,female,Angela Mason,San Antonio,1976-01-29
1842,male,Teresa Doering,Warwick,1997-11-11
1843,female,Ruth McDonough,Worcester,1947-05-21
1844,female,Jacqueline Hulett,Altoona,2000-03-04
1845,male,Dorothy Stephens,Sanostee,1969-01-06
1846,female,Jean Murdock,Garwood,1956-03-12
1847,male,David Jensen,North Hollywood,1999-05-10
1848,male,Lillie Blanchard,Worcester,1965-11-23
1849,male,Jayne Gill,Charleston,1958-01-02
1850,female,James Patterson,Bartlesville,1988-10-06
1851,female,Jeremy Hansen,Abilene,1981-02-20
1852,female,Barbara Daley,Wallingford,2000-09-15
1853,male,Nichole Peterson,West Roxbury,1938-03-25
1854,male,Jayson Cascio,Yakima,1996-10-19
1855,male,Betty Merideth,Austin,1960-06-26
1856,female,Bernice Williams,Secaucus,1935-10-30
1857,male,Dolores Hunt,Portland,1944-12-09
1858,male,Patricia Baggett,Westbury,1943-02-24
1859,male,Aja Prater,Pittsburg,1996-08-24
1860,male,Kristina Moreno,York,1957-04-15
1861,male,Jason Meyer,Fredericksburg,1996-08-28
1862,male,Mary Westlund,Foxboro,2000-04-01
1863,female,Gerardo Campbell,Savannah,1960-02-04
1864,male,Calvin Dillman,Richwoods,1985-11-17
1865,male,Brandon Warner,Orange Park,1988-09-29
1866,male,Lula Lanning,Orange Park,1948-01-18
1867,male,Ashley McClanahan,Corpus Christi,1988-03-07
1868,female,Jeannetta Rosado,Horatio,1970-02-03
1869,female,Jose Mitchell,Miami,1982-07-09
1870,male,Charles Lehman,Pleasant Grove,1984-12-16
1871,female,Sarah Wright,Reedpoint,1985-11-27
1872,male,Cheryl Williams,Montgomery,1938-01-27
1873,male,Greg Bealer,Phoenix,1997-04-20
1874,male,Mary Waters,Memphis,1952-02-19
1875,male,Emma Estrella,Mays,1992-09-10
1876,female,Patricia Jones,Santa Rosa,1991-03-31
1877,female,Flora Anthony,Dubuque,1942-07-03
1878,female,Sarah Gravitt,Seattle,1938-01-22
1879,male,Timothy Lehoux,Vidor,1982-09-11
1880,female,Otto Thomas,Morrisville,1982-10-28
1881,female,Eddie Willis,Washington,1983-07-29
1882,female,Susana Wright,Iron Mountain,1986-10-22
1883,female,Linda Tylor,Statesville,1979-04-18
1884,female,Lorene Charles,El Paso,1957-11-12
1885,female,Mark May,Dodge Center,1986-08-24
1886,male,Sean Garcia,Grand Island,1974-04-01
1887,male,Felipe Floyd,Asheville,1987-10-22
1888,male,Madalyn Daley,Winchester,1953-12-22
1889,female,James Martinez,Hartford,1975-06-18
1890,female,Robert Morrissette,Springfield,1996-11-30
1891,female,John Gaffney,Rancho Cordova,1957-01-09
1892,male,James Young,Houston,1961-12-20
1893,female,Brooke Reed,Warrensville Heights,1957-11-23
1894,female,Jane Brandon,Brookings,1968-06-16
1895,male,Harold Hanson,Clinton,1969-12-10
1896,female,Carlos Lemay,Minonk,1991-06-18
1897,male,William Perez,Glenville,1960-03-11
1898,female,John Tuttle,Erie,1990-10-10
1899,male,Raymond Lofland,Ontario,1968-02-27
1900,female,Verna Gomez,Port St Lucie,1944-03-30
1901,male,Anthony Boyd,Philadelphia,1962-04-21
1902,female,Catherine Chea,Columbia,1973-10-30
1903,male,Sharron Allen,Santa Rosa,1974-12-17
1904,female,Curtis Gibson,Fremont,1975-08-14
1905,female,Nellie Salazar,Indianapolis,1970-01-21
1906,male,Edgar Martinez,Owego,1946-02-07
1907,male,Echo Hill,Shenandoah,1942-11-24
1908,female,Alberto English,Sacramento,1946-04-09
1909,female,James Hauck,State College,1951-01-19
1910,female,Jamaal Jordan,Molalla,1935-09-06
1911,female,Sara Aron,Defiance,1969-12-01
1912,female,Forrest Nelson,Norristown,1978-12-06
1913,female,Eric Moses,Fresno,1966-11-11
1914,female,Carl George,New Brunswick,1999-12-11
1915,male,Kimberly Pineda,Little Rock,1979-12-06
1916,male,Blanche Jameson,Plato,1972-05-04
1917,female,Dannielle Manseau,Jacksonville,1956-11-15
1918,female,Edward Lomeli,Lansing,1994-02-20
1919,male,Anthony Jones,North Bloomfield,1968-05-02
1920,male,Julia Bentley,Albany,1966-02-02
1921,female,Steven Powell,Philadelphia,2000-03-26
1922,female,Wanda Madison,Boston,1964-06-29
1923,male,Frank Brothers,Taunton,1943-06-19
1924,female,Jeffrey Moore,Burbank,1937-05-14
1925,female,Sallie Calvert,Cambridge,1937-01-13
1926,female,George Rodriguez,Bear Valley Springs,1950-12-27
1927,male,Charles Adams,Brattleboro,1993-11-28
1928,female,Mathew Klar,Wagon Mound,1956-05-22
1929,female,Marie Overbay,Houston,1997-03-14
1930,male,Henry Padilla,San Francisco,1968-06-08
1931,female,Gloria Pace,Mobile,1989-11-10
1932,female,Cheryl Randle,Chicago,1942-08-20
1933,female,David Bostwick,West Los Angeles,1947-07-01
1934,male,Deborah Wilson,Des Moines,1984-04-03
1935,female,Marie Dalton,Tigard,1981-08-13
1936,male,Lynn Widger,Winter Park,1984-02-22
1937,female,Erma Moses,Houston,1996-08-16
1938,female,Jose Hair,Frisco,1978-05-27
1939,male,Quentin Miller,Durham,1966-11-23
1940,female,Margaret Ceballos,Poughkeepsie,1936-10-25
1941,female,Theodore Holland,Harold,1969-03-23
1942,male,Dan Hildebrandt,Davenport,1994-09-17
1943,female,Dollie Thorton,Los Angeles,1989-12-22
1944,male,Caroline Haney,Kentwood,1942-06-13
1945,female,Oliva Ware,Atlanta,1978-02-23
1946,female,Eric Thomas,Eastland,1966-01-02
1947,male,Natasha Boyer,South Portland,1987-10-30
1948,male,Robert Chestnut,Saint Paul,1952-08-10
1949,female,Kathleen Candelaria,Zachary,1973-09-11
1950,female,Denny Rockwood,Hattiesburg,1942-01-09
1951,male,Edward Edelman,Huntsville,1985-06-01
1952,female,Susan Balog,Farmington Hills,1996-04-17
1953,female,Michael Rigby,Clare,1961-12-15
1954,female,Ruth Teague,Providence,1964-06-13
1955,female,Matthew Alderman,Dunseith,1974-06-03
1956,male,Raul Brittain,Davenport,1980-07-23
1957,male,Bessie Davidson,Saint Paul,1997-03-27
1958,female,Lilly Peterson,Oakland,1983-07-30
1959,female,Frances Burdette,Saint Marys,1997-04-06
1960,male,David Monge,San Leandro,1953-09-05
1961,female,Lori Herbert,Corinne,1991-10-31
1962,female,Louise Winburn,Garfield Heights,1977-03-10
1963,male,Kathy Brennan,Auburn,1969-07-07
1964,female,Mary Clay,Aurora,1953-06-28
1965,female,Keri Pacheco,Billings,1963-11-16
1966,female,Lester Seabolt,El Paso,1967-01-04
1967,male,Edward Mitchell,Destin,1972-04-10
1968,female,Nina Muller,Indianapolis,1985-01-20
1969,female,Christina Rucker,Delray Beach,1995-05-25
1970,male,Martha Relyea,Plano,1960-12-18
1971,female,Frederick Chan,Kansas City,1960-08-13
1972,male,Sandra Blanding,Madison,1990-12-30
1973,female,Reba Mills,Columbia,1972-12-04
1974,female,Lynell Cummings,Dripping Springs,1984-04-06
1975,male,Cory David,Ocean View,1938-12-22
1976,male,Robert Douglas,Rockville,1938-09-18
1977,female,Tracy Parker,Tulsa,1967-02-09
1978,male,Frances Zielinski,Rialto,1987-10-19
1979,male,Steven Haffner,Baltimore,1936-07-23
1980,male,Daniel Jones,Chicago,1955-11-10
1981,female,Stephanie Carter,Southfield,1997-02-17
1982,male,Grant Dick,Annapolis Junction,1980-02-16
1983,male,Joseph Carr,Torrance,1954-08-14
1984,female,Robert Pagan,Elgin,1986-09-25
1985,female,Alan Ogg,Fresno,1981-06-02
1986,male,Kelly Kelly,Teterboro,1952-01-07
1987,male,Leonard Salgado,Louisburg,1977-07-13
1988,male,Ronald Luse,Centennial,1996-06-08
1989,male,Frances Francis,Caroleen,1956-11-17
1990,female,Frances Wales,Yantis,1979-07-15
1991,male,Linda Kidd,Rochelle Park,1956-12-27
1992,male,Dawn Wilde,Bloomfield Township,1994-12-17
1993,female,Jane Stich,Los Angeles,1980-08-28
1994,male,Juliet West,Lake Forest,1964-05-30
1995,male,Chong Brockman,Norcross,1985-04-10
1996,female,Clarice Kanagy,Lafayette,1998-01-14
1997,male,Mary Mendoza,Belle Mead,1966-12-09
1998,female,Joseph Tilton,Laverne,1991-08-30
1999,female,Sylvia Griffin,Midland,1978-09-17
2000,female,Jennifer McVay,Tulsa,1994-12-11
2001,male,Christopher Delagarza,Irvine,1957-07-28
2002,female,Francis Robertson,Baton Rouge,1966-07-08
2003,male,Elizabeth Foster,Gladwin,1970-03-19
2004,male,Paul Durrett,Bismarck,1940-05-24
2005,male,Ramon Huntley,Boonton,1950-12-31
2006,female,Barbara Jones,Owatonna,1995-03-18
2007,female,Michael Dates,Lepanto,1937-09-17
2008,male,Barry Delvalle,Orlando,1990-10-12
2009,female,Andrea Tice,Akron,1998-08-02
2010,male,Irene Smead,Rolling Meadows,1940-02-16
2011,female,Jason Johnson,El Segundo,1996-09-27
2012,male,Luther Vega,New York,1950-06-29
2013,male,Catherine Mullens,Bakersfield,1980-08-21
2014,male,Ronald Avery,Woodland,1952-12-19
2015,male,Gerald Tobin,Fredericksburg,1943-04-26
2016,male,Marilyn Scott,Darlington,1979-11-19
2017,female,Harvey Blanchard,Carmel,1999-09-20
2018,male,Thomas Smith,Chicago,1968-12-25
2019,male,Laverne Jones,Lebanon,1936-09-12
2020,female,Faye New,Santa Rosa,1992-06-15
2021,male,Daphne Dorsey,Saint Louis,1945-10-31
2022,female,Mike Olson,Topeka,1945-09-13
2023,female,Marion Kasper,Waipahu,1972-11-22
2024,male,Benton Martinez,Lexington,1966-11-13
2025,male,Lindsey Britt,Oklahoma City,1998-10-07
2026,female,Linnea Britt,Santa Ana,1982-11-15
2027,female,Timmy Lightfoot,Union City,1952-01-06
2028,female,Paul Oliver,Hinckley,1977-11-07
2029,male,Christopher Johnson,Lafayette,2000-11-06
2030,female,David Currin,Pittsburgh,1947-09-14
2031,female,Edward Kelly,Indianapolis,1984-02-07
2032,male,Harold Lax,Seminary,1991-08-02
2033,male,Timothy Anderson,Florence,1960-11-28
2034,female,Ray Prior,Luverne,1990-03-22
2035,female,Mark Caesar,Norfolk,1953-10-07
2036,female,Dustin Schneider,Omaha,1998-09-03
2037,male,Earnest McQuade,Tonica,1975-07-21
2038,female,Cecilia Brennan,San Diego,1939-03-26
2039,male,Catherine Lane,Kittanning,1937-12-10
2040,male,Karin Calles,Green Rock,1996-10-06
2041,male,Sean Willis,Pocahontas,1975-11-11
2042,female,Jonathan Borders,Logan,1982-12-03
2043,male,Taylor Pena,Cambridge,1979-01-26
2044,female,Yang Williams,Golden Valley,1957-05-13
2045,female,Alma Garrison,Phoenix,2001-07-05
2046,male,Raymond Mack,Seattle,1963-02-10
2047,female,Chris Hsieh,Las Vegas,1963-11-14
2048,female,Mary Merino,Waco,1945-10-06
2049,female,Maria Holder,Madison,1996-10-12
2050,female,William Monge,Harrisburg,1991-04-04
2051,male,Amy Fernandez,Evanston,1946-09-23
2052,male,Carl Wilson,Brooklyn,1960-05-22
2053,male,Ralph Dunn,Laurel,1943-09-14
2054,female,Robert Chapman,Evansville,1937-05-15
2055,female,Ralph Albright,Jacksonville,2001-04-25
2056,female,Robert Sharpe,Evergreen,1964-10-10
2057,male,Salvador Kammerer,Phila,1969-08-04
2058,female,Rodolfo Teel,Pinedale,2001-02-14
2059,male,Ann Brown,New York,1975-12-04
2060,male,Shanell Ramos,Defiance,1945-07-29
2061,male,Fred Taylor,New York,1940-06-25
2062,female,Linda Middleton,Philadelphia,1987-12-11
2063,female,Anna Trego,Gastonia,1950-09-08
2064,male,Sarah Meyers,Des Moines,1939-02-21
2065,female,Kelly Lewis,Hartford,1970-03-11
2066,female,Markus Phillips,Bellingham,1995-03-06
2067,female,Israel Turner,Lancaster,1998-06-28
2068,female,Leonard Wilson,Kansas City,1976-02-10
2069,female,Robert Roberts,Montezuma Creek,2000-01-18
2070,female,Karen Mills,Harmon,1980-02-17
2071,male,Nathan Richardson,Leesville,1938-05-04
2072,male,Jeffrey Boice,Newton,1977-06-14
2073,female,Emily Johnson,Tumon,1941-02-09
2074,male,Victoria Leppert,Delmar,1992-03-01
2075,female,Malinda Cole,Pensacola,1964-01-05
2076,male,Johnny Smith,Fort Payne,2000-09-04
2077,male,Elizabeth Abner,Los Altos,1988-03-13
2078,female,Arleen Morillo,Sayre,2000-08-16
2079,female,Francine Acosta,Lancaster,2001-07-22
2080,male,Carmen Bunce,Reno,1991-08-28
2081,female,Jeffrey Booth,Peoria,1988-02-04
2082,male,Nola Hale,Lincoln,1978-01-31
2083,female,Scott Wilson,Marshall,1963-05-31
2084,female,Rosy Perez,Dallas,1963-12-25
2085,female,Jerri Wofford,Indianapolis,1940-08-10
2086,female,Maria McKean,Wheeling,1958-07-02
2087,male,Salvador Smith,Westerville,1975-08-04
2088,male,David Kendrick,Buffalo,1984-07-07
2089,female,Eleanor Marshall,Albany,1998-11-03
2090,male,Willie Davis,Atlanta,1958-06-22
2091,male,Ryan Alexander,New Paris,1948-10-18
2092,female,Emelia Stevens,Elizabeth,1941-01-31
2093,male,Arlene Nunez,Denver,1993-12-21
2094,male,Jessica Erickson,Albany,1977-08-23
2095,female,Robert Davis,Chicago,1992-07-03
2096,male,Brandon Davis,Fair Oaks,1955-01-10
2097,female,Ken Guidry,Jackson,1938-07-13
2098,male,Ashley Massey,Jackson,1992-02-11
2099,male,Anthony Parker,Bohemia,1995-07-06
2100,male,Jessica Downey,Atlanta,1942-05-01
2101,female,Ken Kearns,Cedar Rapids,1959-10-11
2102,female,Michael Sheehan,Phoenix,1990-02-20
2103,female,Joseph Pohl,Dongola,1989-01-05
2104,female,Scott Seaman,Cleveland,1992-01-28
2105,female,Brenda Farkas,Farmers Branch,1935-07-17
2106,male,John Taylor,Hempstead,1936-09-10
2107,male,Maude Welty,Springfield,1974-02-16
2108,female,Dorothy Randall,Issaquah,1955-08-07
2109,male,Stephen Carroll,Chicago,1966-09-15
2110,male,James Bush,Salt Lake City,1999-09-22
2111,female,Claire Gragg,Boston,1953-11-21
2112,female,Harry Wynn,Charlotte,1982-07-10
2113,female,Frederick Waugh,Ashburn,1958-07-06
2114,female,Floyd Mendoza,Warner Robins,1940-01-12
2115,male,Herman Clem,Stewart,1953-04-08
2116,female,Lauri Tillman,Aurelia,1993-05-22
2117,male,Emilee Sullivan,Albany,1957-02-17
2118,male,Jannet Wilson,Frisco,1943-04-28
2119,female,Janie Siler,Danville,1975-02-14
2120,male,Elizabeth Watson,Duluth,1936-01-09
2121,female,Frank Hensley,Plymouth Meeting,1950-01-21
2122,male,Jared Lassiter,Atlanta,1939-09-01
2123,female,Fernando Johnson,Ottumwa,1963-03-03
2124,female,Jamie Carey,Houston,1951-02-02
2125,female,William Tucker,Beaver Falls,1952-07-28
2126,female,Eric Porter,Enterprise,2000-10-10
2127,female,Elva Clifford,Fremont,1971-02-12
2128,female,Jessie Wages,Lafayette,1951-12-17
2129,male,Daisy Collins,Philadelphia,1942-02-24
2130,female,Mary McCree,Houston,1943-04-04
2131,female,Gracie Randall,Mattoon,1990-10-25
2132,female,Richard Burleson,Reno,1948-06-30
2133,female,Dallas Bohnert,Nanticoke,1939-11-01
2134,male,Phil Deese,Seaside,1980-08-02
2135,male,Santiago Bolton,Augusta,1939-11-01
2136,female,Kelly Rutherford,North Little Rock,1946-10-08
2137,female,Isabel Casey,Moorhead,1982-07-24
2138,female,David Pillar,Miami,1962-12-27
2139,male,Sandra Rivera,Rockmart,1939-08-03
2140,female,Charles Goss,Oklahoma City,1951-10-07
2141,male,James Spencer,New York,1966-05-13
2142,female,Ernest Hahn,Riverside,1991-02-22
2143,female,Dennis Suggs,Harrisburg,1953-11-22
2144,female,Rebeca Wolf,Dallas,1981-10-17
2145,male,Christopher Collins,Cambridge,1942-03-17
2146,female,Ramon Pinedo,Southfield,1976-12-08
2147,female,Debra Mark,Peggs,1990-12-02
2148,female,Lisa Knudsen,Stevens Point,1997-11-22
2149,male,Brenda Miller,Oklahoma City,1975-04-16
2150,female,Lula Taylor,Gilbert,1969-01-22
2151,female,Marilyn Lu,Espanola,1973-11-25
2152,female,Thaddeus James,Lincoln,1996-04-19
2153,male,Pamela Kissee,Syracuse,1945-02-19
2154,male,Christy Livingston,Philadelphia,1988-01-15
2155,male,Betty Marra,Englewood,1999-06-04
2156,female,Ronald Hernandez,Hazen,1993-09-06
2157,male,Ella Adams,Lawton,1951-08-24
2158,female,Aaron Love,New York,1941-05-15
2159,female,Mark Erickson,Louisville,1958-01-17
2160,male,Carol Fajardo,Longview,1946-12-11
2161,female,Carl Reid,Santa Clara,1971-01-07
2162,male,Clarence Wiley,Parker Ford,1939-05-15
2163,male,Joseph Smith,Miami,1958-09-26
2164,male,Gladys Brady,Sterling,1988-09-28
2165,male,Minnie Vandyke,Syracuse,1965-06-13
2166,male,Mindy Hennessey,San Antonio,1957-05-09
2167,male,Alicia Howard,Seattle,1962-08-25
2168,male,Jeremy Jackson,Metairie,1997-06-28
2169,female,Wilfred Forrest,Wichita,1952-02-02
2170,female,Anthony Starling,Cincinnati,1980-07-03
2171,female,Debra Vega,Reston,1969-04-05
2172,female,Jerry Leyva,Washington,1940-07-22
2173,male,Alex Sheehan,Minneapolis,1975-01-08
2174,female,Leroy Raymond,North Hollywood,1957-08-18
2175,female,Christopher Moss,Brocket,1985-11-24
2176,male,Shawn Dean,Stone Mountain,1956-11-02
2177,female,Esther Wilson,Davenport,1999-04-30
2178,male,Patricia Avila,Los Angeles,1955-12-07
2179,female,Virginia McNeal,Los Angeles,1978-09-09
2180,female,Roberto Brown,San Jose,1991-05-09
2181,female,Sherry Rucker,Dayton,1949-11-16
2182,female,Norris Smith,Cahaba Heights,1966-07-23
2183,female,Kathy Donovan,Saint Cloud,1958-12-08
2184,male,Scott Pascoe,Winchester,1971-11-10
2185,female,Harriet Crane,Jacksonville,1950-10-02
